userName,score,at,content
ERFER ZONE,5,2025-07-14 18:08:11,"Bisa lah ditambah kan bahasa Indonesia nya, pasar game ini di Indonesia juga tidak sedikit jadi mohon untuk memudahkan para pemain yang sedikit kesusahan dalam memainkan nya atas kendala bahasa."
Sev Andrea,5,2025-07-14 17:39:14,GAMENYAA GELOOOOOO
angga anzali,5,2025-07-14 16:47:34,seruuuu dah 5 star
FahriALT,5,2025-07-14 16:03:39,GOOD GAME!
Andy sinyo,5,2025-07-14 15:36:19,bagus. tapi bahasa tolong ditambahkan bahasa indonesia.
Arkananta Falah,5,2025-07-14 15:31:05,Game nya baguss dan story telling juga bagus GK kyk game sebelah yg kikir untuk buat story telling. HoyoKikir
Imba Junior,5,2025-07-14 14:45:17,"Tolong kuro games, tambahkan bahasa Indonesia"
Alvin,5,2025-07-14 14:17:00,wuwa>genshin
Abdullah Faries,1,2025-07-14 11:58:34,"ini kenapa render npc nya jadi pixel jelek banget, mana npc nya di main quest pulak, tolong perbaikilah, masa jari tangan npc nya kayak lidi trus muka nya blur lagi"
2022_11_Loan Dynata,5,2025-07-14 10:59:13,"tiap kali buka gamenya, HP saya langsung restart, padahal main game berat lain aman² aja"
Ardiansyah Alfin Nugraha,5,2025-07-14 09:46:54,best game
Bayu atmaja,3,2025-07-14 04:26:32,mohon perbaiki sistem guarantee gacha di signature karakter sudah lebih 80 spin belum dapat hadiah utama
Ridwan -,5,2025-07-14 03:18:56,"Masterpiece, dev selalu berkembang dan mendengar kata player, gk kek GAME SEBELAH"
Revi Aditya Pratama,5,2025-07-14 02:48:56,"Gamenya overall bagus banget, baik dari cerita, grafik, map, eksplorasinya. tapi, tolong pengoptimalannya untuk hp. Map septimont bener-bener berat untuk hp."
Ahmad Akhyar,1,2025-07-13 18:18:25,"min, sebelumnya kan saya sudah pernah main game ini, udh ngebind akun juga melalui fb. trus saya sempat vakum tuh, dan skrng saya ingin main lgi tpi masa akun saya ilang. padahal status akun saya di fb masih terkait dan aktif. klo bisa tolong balikin akun saya gimana ya"
ᴍɪᴢᴜ ꜱᴇɴᴘᴀɪ,1,2025-07-13 11:19:13,"Udah naikin grafik masih aja buriq, kecewa berat"
aditya irawan,5,2025-07-13 08:06:21,Game terkeren yang pernah ada ❤️
KasihrahmahBatkormbawa,5,2025-07-13 06:35:43,Good
Muhammad Alvid。,5,2025-07-13 06:17:30,beautiful game.
OfficialJesse indo21,5,2025-07-13 05:40:24,Game Baik
Hider Arfal,5,2025-07-13 04:43:24,sudah bagus cuman kendala di jaringan
rizal ardiansyah,5,2025-07-13 04:21:41,Game nya bagus aku suka😍
REVAN RENATA,5,2025-07-13 03:42:17,good
Fadly Muhammad,5,2025-07-13 03:40:21,BEST GAME EVER
Camus,2,2025-07-13 02:28:04,"x3 losing 50/50 on hard pity! this game is friendly-player they said, LMFAOO what a fraud system!"
Kirei Hime,5,2025-07-13 01:56:49,mantul!
kina Nan,1,2025-07-12 22:27:46,beri aku kesempatan main lah baru masuk udah keluar begitu² terus sampai betrei habis cokk
Leon SharkEagle,1,2025-07-12 19:55:04,"kikir, udah kena rate off di char, ditambah weapon belum pulang di pity 60."
Dwi Apriansyah,5,2025-07-12 18:44:15,El karbiter 😛
Muhammad Deky,5,2025-07-12 17:23:28,Aku turunin rating google buat mini event permanent“All Out! Towards the Peaks of Prestige”di bagian 2.4.1 story septimont ini event bukan skill issue tapi bukan pula golden timing phase buat menyelesaikan di bilang gambling pun keterlaluan buat lawan boss moga kedepannya jangan buat mini event TGC card regouelike begini aku tamu tahun lalu kalah sama game sebelah ini sangat menyakitkan tapi jangan menyerah kuro moga tahun ini atau tapi depan memenangkan award untuk pertama kalinya sekian....
Yozora,5,2025-07-12 16:49:58,Please add Indonesian subtitles 😭
tegar fahreza2410,5,2025-07-12 16:09:27,game baik
Sky Hashira,4,2025-07-12 16:06:31,LAG PARAH OPTIMALISASI NYA JELEK
Bang haji me isayama,5,2025-07-12 15:44:29,so far ok banget
Revalino Putra p.p,5,2025-07-12 15:30:37,STORYNYA BAGUSSSSSSSSZ
Kaysha Fitri azalia,4,2025-07-12 14:31:34,good experience
Sobirin Plumbon,3,2025-07-12 13:44:16,"Tolong perbaiki lagi gamenya, saya menggunakan device samsung s24 fe sering forclose dan patah-patah"
Sandi dwi Pamungkas,4,2025-07-12 11:02:58,tolong tambahkan bahasa indo biar enak
dean nurj,5,2025-07-12 10:22:35,game bagus 👍
X9,5,2025-07-12 09:29:07,mantap
Radit,5,2025-07-12 08:53:07,peak game 🔥
Hasbudi prama Nanda,5,2025-07-12 08:20:52,luar biasa
Rafi 123,5,2025-07-12 07:21:12,hoki bgt
Akmal Lukman,5,2025-07-12 06:17:52,"Grafiknya bagus betttt, cuman sering frame drop kalo maksain grafik rata kanan 🥹"
Baldan M,5,2025-07-12 05:33:24,mantepp
Hanifa owo,3,2025-07-12 03:32:00,"MY GAME KEPT CRASHING IDK WHY, KURO PLS FIX IT😭"
Tasma Devil,5,2025-07-12 02:55:41,absolut cinema
Muhammad Revaldo,5,2025-07-12 02:34:20,lebih baik dri gi wkwk
Ayane violet Shiun,5,2025-07-12 02:25:44,"QwQ) ceritanya bagus emang, gameplay nya juga lumayan tapi kalau mabar itu bingung mau ngapain cuma bisa farming."
Rafakeren Keren,5,2025-07-12 02:14:24,"tolong tambahkan teks Bahasa indonesia, agar story lebih Terasa dan menyentuh karna jika bahsa Inggris harus berpikir dan mengartikan nya dl walaupun menegerti bahasa Inggris nya tapi kurang terasa cerita nya"
Dhave Nataya,4,2025-07-12 00:47:02,secara keseluruhan ini game bagus cuma emang untuk device menengah kebawah emang susah buat main game ini dengan lancar. plus kalo bisa di tambahkan opsi bahasa Indonesia
Raiman iskandar,5,2025-07-11 23:17:11,Perpect
Aput Prasetya,5,2025-07-11 21:36:53,Wuthering waves is the best 👍
myouizaki misana,5,2025-07-11 19:27:29,Cool gamee
Guntur Prasetiyo assiddiq,5,2025-07-11 18:56:34,KASIH BANSOS YG BANYAK LAGI😮‍💨👍
Whim 4life,5,2025-07-11 16:55:17,Jos 👍🏻
advan indo,4,2025-07-11 16:50:39,please add Indonesian in the scene translation
Micho Gibraltar Satrio,5,2025-07-11 16:29:05,Game Pembaik dapet double Character digacha mantap🗿👍
tokisaki Kurumi,5,2025-07-11 16:04:32,game nya sangat seru TPI GK bisa login lagi tolong perbaiki bug gacha di kasih bagus juga GK plit game Nya
Powering8228,5,2025-07-11 14:49:58,game keren
Rizky Khairulfurqon,5,2025-07-11 14:38:32,bagus
Alam Ws,5,2025-07-11 12:55:14,game bagus
Adit Trisna Jaya,5,2025-07-11 12:02:11,nice game
Satia Pratama,1,2025-07-11 10:12:50,"Map baru asli lag parah, udah mau sebulan kaga pernah dibenerin"
Jati Pawenang,5,2025-07-11 10:12:42,"keren banget story nya gila, yang kurang sih cuman bagian gachanya sih jangan 80 kali gacha baru dpt atuhh, itu jauh banget kalo 60 tambah seru sih, gila aku tunggu update story nya lagi, game keren"
Sri Aria,5,2025-07-11 07:57:29,amazing
Muhammad Aghin Ms,5,2025-07-11 06:06:28,good
Nyx Springfield,5,2025-07-11 06:06:05,gim bagus... hp gue aja yg kentang 😂
Skrgs_ 966,5,2025-07-11 04:41:34,keren
Blasius firli Herianto,5,2025-07-11 04:37:18,"game ini sudah bagus tapi apakah sudah ada yah bahasa indo nya, ditunggu update developer utk selanjutnya"
Ibnu Rezy,5,2025-07-11 03:51:21,the best game
YUSUFART RZ7N,5,2025-07-11 02:24:06,Mantep
MuqtadhoArsyad,5,2025-07-11 02:00:58,mohon tambahkan bahasa Indonesia 🙏
Muhammad Dhafin,5,2025-07-10 22:43:39,Keren banget king
alghani nayaku,5,2025-07-10 20:00:11,"Add Indonesian, hey. More monsters in every corner, so co-op is fun. Solo is boring. By the way, thanks for the social assistance."
keharu,4,2025-07-10 17:40:06,"gamenya bagus, sistem gachanya juga enak, storynya bagus. Pesan buat developer: sistem Co-op tolong diperbagus, karena bagi saya Co-op di game ini boring, tolong buat juga game kartunya bisa bermain bersama teman, buat event yg membuat Co-op itu penting. Buat agar ada tujuan saya dalam bermain Co-op. Intinya buat Co-op itu penting, seperti game sebelah. btw, saya saja tau game sebelah (Genshin) dari teman saya karena bisa Co-op. Mohon maaf jika ada salah dan mohon segera diperbaharui sistemnya🙏"
Lyn Xie,5,2025-07-10 16:42:35,mantap
Azka kenzie Satria,5,2025-07-10 15:53:41,"mantap gamenya bagus banget, asik"
Rifaldi,5,2025-07-10 15:18:09,wuwa game baik
Shiroyuu,1,2025-07-10 15:14:26,"singkat saja lu gak ramah ke player baru kocak, baru main udah kalah rate off tiga kali gak ngerti gw mending game sebelah😡"
Sandy Woda,5,2025-07-10 15:00:42,sangat puas
Nouzenn,5,2025-07-10 13:33:25,best gacha game i've ever played
Arif Hermawan,5,2025-07-10 13:16:46,"game nya sangat keren dan grafik nya juga bagus, tolong kedepan nya di tambahkan subtitle indonesia 🙏🙏"
Cybertitanium,4,2025-07-10 11:49:57,ini kenapa habis update patch terbaru setiap mau main selalu compiling shader padahal sebelum sebelumnya udah hadeh tolong diperbaiki kuro segi lain sih udah oke
stick animation,1,2025-07-10 09:06:58,"gamenya bagus, Dengan tema post Apocalypse dan inovasi nya lebih pesat dari pada game sebelah. tapi tolong developer untuk meningkatkan Optimisasi pada game ini, di karenakan Spesifikasi minimum yang di sebut Tidak menjaminkan kelancaran bermain"
Ervan Maulana,3,2025-07-10 08:21:32,"Gameplay seru, cuma minusnya di pengoptimalan grafis nya aja, di game sebelah device saya bisa rata kanan , tapi pas main wuwa sering nge crash bahkan force close"
Kintoru,5,2025-07-10 05:18:17,Great game! never give up
leon,5,2025-07-10 05:09:58,the best game i've ever played🔥🔥
CreeperMicin,5,2025-07-10 02:44:05,better than genshit
Muhammad Rijal,5,2025-07-10 02:14:30,"Game kikir gacha hard pitty mulu dan sering kalah rate off, bansos seret..."
Akmal Arriza,5,2025-07-10 02:05:27,nice
Fadil Naufal,5,2025-07-10 01:18:04,"developer pls lebih disusahin bos main storynya karena aku merasa boss tacet discord lebih susah dari pada boss main story , padahal aku make karakter baizhi , Yangyang , sama Rover doang"
Amirul Ikram,5,2025-07-10 00:35:22,"game keren banget, story bagus terutama di rinascita dan mungkin kedepannya bisa di optimalkan lorenya lagi agak semakin bisa lebih baik dan enjoyable di setiap permainan agak tidak bosan ketika ngerjain main quest"
Maulana Jalaluddin Dwi Yulianto (Alan),3,2025-07-09 23:43:39,TOLONG HADIRKAN BAHASA
Rafi Widiarma,5,2025-07-09 22:48:22,saya senang gacha temen saya dapat jianxin terus
Alvi hafi,5,2025-07-09 20:35:36,"THIS GAME IS SO GOOD!!!! PEAK GAME!!! BUT KUROGAME PLEASE ADD INDONESIAN LANGUAGE, CUZ THAT'S WILL HELP EVERY INDONESIAN PLAYER TO EASY UNDERSTAND THE STORY!! TYSM!!!!!!"
FaZar Fight,1,2025-07-09 18:31:06,ini game optimasinya bener2 sampah masa fatal error pas ingame download terus bikin habis kuota
Biko Ervansyahtama,5,2025-07-09 18:00:51,good game
Satrya Wibawa Waisnawa,4,2025-07-09 17:19:00,game keren
로잔느 공원,5,2025-07-09 16:51:25,game yang luarbiasa tidak pelit dengan sistem gachanya saya sudah main ini game beberapa bulan dan sangat menikmati sejauh ini saya lancar lancar saja bermainnya dan memiliki fitur skip wuwa memang mantap Jujur saya lebih suka ni game daripada saingan yaitu genshin dikarenakan sistem gachanya yang kurang menguntungkan dan event nya tidak memiliki reward memuaskan dan tidak memiliki fitur skip pada quest nya sehingga menyita banyak waktu
Samuel Kriswanto,4,2025-07-09 16:21:16,"Ada bug ketika misi menggunakan Lupa di ruang bawah tanah setelah percakapan kedua Christoforo dan Julia. Disuruh lawan musuh, dan Lupa saya mati kemudian revive di tower spawn point. mau lanjut questnya, namun pintu gerbangnya masih ketutup. Ada solusi?🙏"
Rizky Wahid,5,2025-07-09 16:21:05,mantap
Renaldy Wibiksana,5,2025-07-09 16:00:21,"tolong dong buat wuthering waves cloud. handphone saya umurnya sudah lama, jadi tidak bisa menikmati game wuthering waves ini. jadi tolong buat versi cloud yang gratis seperti genshin impact cloud. terima kasih"
Pangeran Ganteng,5,2025-07-09 15:56:46,bagus ini game sampai betah maininnya ketimbang game rpg-gacha yang lain. tapi kapan ya bakal ada subtitle Indonesianya?
AN DA,5,2025-07-09 15:41:32,wowww
Ilham Musyadt,5,2025-07-09 15:26:06,bintang lima karna dapet Carthetiya 1x pull😘
Loveo Apriahmad Roju,5,2025-07-09 15:24:43,mantap moga² kualitas story tidak turun
Hafidz Milja 033,5,2025-07-09 14:55:57,absolute cinemaa
Deki Ralis,5,2025-07-09 14:23:16,tinggal tambahin bahasa Indonesia biar perfect
Deni Satria,5,2025-07-09 13:29:36,sangat wah untuk pemula saat ini
Valencia Valencia,5,2025-07-09 12:20:28,good job
R41N,5,2025-07-09 11:21:14,bagus banget dari grakif sama alur ceritanya
Muhammad Teja11,5,2025-07-09 11:02:00,let's GO 2.4❤️‍🔥🔥
Ahmad Rodia,5,2025-07-09 10:52:48,"mantap, battle combat seru parah"
V Yagami,1,2025-07-09 10:41:38,"hdeeeh, dikit² update kesel sumpah hampir tiap hari update walau cma 2mb 3mb tpi compiling shader nya lamaaaaaaa banksat"
Rafi Udin,5,2025-07-09 10:36:29,seru story nya
eka indriyani,5,2025-07-09 10:29:15,Mantab
Rama Fitra,5,2025-07-09 08:56:28,PEAK GAME GACHA
R_A DHN,5,2025-07-09 07:48:37,mantap
RayyHeree,5,2025-07-09 06:55:47,Woiii gamenya seru bangett
Aji Bugi Wugi,5,2025-07-09 06:03:20,healthy healthy gem baik🥰
Joi,5,2025-07-09 05:51:23,"This game is very good, but I would like to ask for a little advice, please add Indonesian language to this game so that Indonesians who cannot speak English can play this game and understand the storyline, and please lower the graphics a little so that mid-range phones like the Snapdragon 7 series can play this game smoothly."
Banzai Meaty,5,2025-07-09 05:48:08,best story telling ever
Saipul Motivator,5,2025-07-09 03:52:07,"game yang sangat direkomendasikan, event yang menarik, dan memiliki history yang sangat bagus"
Fabian Ultrafrost,5,2025-07-09 02:18:59,gw main f2p
Swordra Wokez,4,2025-07-09 00:38:35,"game nya bagus, gw akui keren asik pula, tapi masih mau ngelag atau crash, tapi udah baguslah gw akui enak maininnya, genshin juga kalah"
axel,5,2025-07-08 23:57:50,"game nya bagus bngtt. eksplorasi enak combat seru gameplay seru, tapi tolong tambahin subtitle Indonesia dong kurogame untuk memahami story/Lore lebih mudah mengingat player WuWa dari Indonesia itu cukup banyak"
FAJAR Uy,4,2025-07-08 18:49:55,Main gaada 5 menit force close
Ghaa,5,2025-07-08 18:22:11,"dear kuro game, we all Indonesian player just want kuro add language Indonesia in Wuthering Waves and add some male character, and if you do that, trust me there will be a lot of Indonesian players to play Wuthering Waves."
Asrypin Ibnu,1,2025-07-08 18:17:27,my friend is lost because of this game
zidan zhafran,5,2025-07-08 17:53:49,Bagus pokoknya
LUTHFI HUSEIN,5,2025-07-08 17:26:57,keren abis story nya walau gk ada bahasa Indonesia masih :v okelah ngerti tipis2 wkwkwk
Farel Mokodongan,5,2025-07-08 16:34:08,game nya sangat bagus tapi tolong dong di buat subtitle bahasa Indonesia 🙏😭
Ikiw Sky,1,2025-07-08 15:54:26,"tidak bisa login, jaringan terputus padahal game lain lancar banget"
dhan Ker,5,2025-07-08 15:19:34,lebih bagus dari game genshin impact
Ahmad Fathir,5,2025-07-08 14:44:52,"gameplay seru parah, grafiknya mantab,"
Rama Alfiansyah,5,2025-07-08 13:37:42,bagus W game
Watashi Fabian,5,2025-07-08 12:56:51,"bagus,ga kek game sebelah"
Alen Yudhia,1,2025-07-08 12:42:51,KURO pliss optimization sett balance force close snap 865 games gensin sett high no force close
Rama Putra,5,2025-07-08 12:16:21,"kuro please nerf whimpering waste, it was too hard"
NauvaL Khairul W,5,2025-07-08 11:15:34,"MANTAPP GAME TERBAIK STORYY BAGUS, SARAN TAMBAHIN SUB INDO BIAR RAME YANG MAIN"
fauzil adzim,5,2025-07-08 10:27:25,sangat bagus dan grafik yang sangat bagus game terbaik yang Pernah aku mainkan
Cae Khaslanar,5,2025-07-08 09:49:35,"semoga optimalisasi game nya di perangkat midrange kebawah bisa semakin lancar soalnya, game sebelah juga bisa di mainkan di hp midrange kebawah walaupun lowest setting. Jadi saya berharap lebih banyak lagi optimalisasi yang dilakukan, terutama pada region septimont kali ini."
SyahlaN LilA ayu NirA,5,2025-07-08 09:23:36,"terbaik dan terfavorit, gak akan bosan main ni game"
Jzazila Mabrury Taher,5,2025-07-08 08:06:40,"seru di mainkan untuk yang bosan game storynya itu itu aja dan mau ganti game, bisa coba game ini aja asli seru"
Andi Siswati,1,2025-07-08 06:45:29,padahal udah lama pake Samsung a15 tapi setelah di update malah force close terus
Baka Vann,4,2025-07-08 06:15:24,"semoga ditambahkan bahasa indonesia, untuk lainnya cukup baik, oh iya untuk performa terus di improve terutama buat mobile, itu saja buat kuro games"
fazar aditya,5,2025-07-08 06:05:34,"untuk overall game ini bintang 5,tapi ada satu masalah, yaitu fpsnya kenapa kayak dibatas ya? soalnya mentok di 45fps aja, meskipun sudah di turunkan ke grafik smooth, tetap saja fpsnya tertahan di 45,mohon diperbaiki. terimakasih."
ALICE,5,2025-07-08 05:49:05,please add Indonesian subtitles
Innamorati,5,2025-07-08 05:35:55,game bagus 😋 (dapet lupa 1xpull coy)
Sakhiy Bastian,5,2025-07-08 05:23:37,sangat bagus banget untuk ceritanya luar biasa sekali
Azurha,5,2025-07-08 05:02:49,"intinya ini game asik, dari segi gameplay, story, desain character bansos apalagi komplit deh ga kek game hoyok sebelah inisial genshin impek😹"
Sann Tzy,5,2025-07-08 04:51:45,grafik bagus alur bagus 👍
Abdulghafar Kono,5,2025-07-08 04:50:38,Bagus banget
Aqil Herdyansyah,5,2025-07-08 04:35:22,absolute cinema ✋🏻😬🤚🏻
dicky.rumahlouieproject,5,2025-07-08 04:05:29,game nya bagus tapi sayang gk kuat
ramadranm,5,2025-07-08 03:24:06,kuro beri astrie lebih bayak dong
Domino hill,5,2025-07-08 03:18:23,"Game bagus, Best Developer"
Alvida Kurniani,3,2025-07-08 00:18:16,"Game yg rekomendasi banget Bansos lancar✅ Eksplorasi enak✅ Combat mekanik nya seru ✅ Mungkin kelemahannya ada di story yg terkesan seperti dating sim (terlalu mengandalkan fanservice pada karakter perempuan) + terlalu memberi sorotan pada karakter perempuan (karakter laki"" jarang diberi sorotan, contohnya jiyan yg setelah 1.0 selesai sudah jarang keliatan lagi dan seolah menghilang padahal karakter seperti jinshi masih aktif muncul sampai 2.0) menyebabkan porsi yg tidak seimbang"
Araf Musadaq,5,2025-07-08 00:10:50,Bagus
Udie Abeta,1,2025-07-08 00:01:15,"seru, tapi gak bisa log in indikasi internet not connected game gk stabil bikin badmood"
Muhammad Aril,5,2025-07-07 23:24:36,sungguh seru
Muhammad Mikhail Ramadhani,5,2025-07-07 20:28:19,absolutely cinema
aliana Lia,5,2025-07-07 17:24:26,good night semoga bisa login
Sangaji,5,2025-07-07 17:16:43,"game ini memberikan pengalaman fresh bagi genre RPG F2P open world. dimulai dari interaksi cerita, gameplay cutscene, kombat mekanik-nya. semuanya bagus banget 👍. QoL yang bisa menghargai waktu pemain, mudah leveling up karakter, dan yang pastinya Masakan mu matang Chef Kuro muach."
Anak Tetangga sebelah,1,2025-07-07 15:57:32,Terlalu banyak karakter cewek. Apalagi posisi penting di ceritanya cuma cewek doang. Kalo kek gitu mending sekalian hapus karakter cowok kalo sejak awal gak dikasih posisi penting di cerita
Han,4,2025-07-07 15:47:06,"tolong min kuro segerakan sub indo nya ,sayang banget masa game bagus gada sub indo nya 🙏"
yuqi Moon star,5,2025-07-07 15:15:56,bagus
Rizky Muhammad,5,2025-07-07 14:44:13,"gameplay nya sudah bagus apalagi di sini ada istri saya yang lain tidak bukan adalah shorekeeper, tapi saya punya keluhan kenapa shorekeeper ga ada maskot nya ya😡😡, sebagai ganti nya saya mau sk Rerun secepat nya, tolong di baca ya kuro"
Breaking bad 1234,5,2025-07-07 14:33:20,gg cuy game nya minus gak ada bahasa Indonesia doang
Ardhi Aryanto,5,2025-07-07 13:49:55,"lebih di minimkan lagi, main di poco x3 pro masih terasa berat.. update 2.4 ini tolong di perbaiki lagi bugnya.. masih sering patah patah.. terima kasih 😍"
Zaki Candra haryadi,5,2025-07-07 11:52:55,kuro tolong kasih aku low pity kuro😭
Kasawa Aramato (Kasawa),5,2025-07-07 11:26:12,"Combat, story, side story, dll, perfect banget sih. Apalagi sistem combat nya seru banget gak ngebosenin dan bermacam macam type nya."
Shelby,5,2025-07-07 11:09:21,tolong buat developer tambahkan settingan penggunaan keyboard dan mouse di versi mobile
Amtra,5,2025-07-07 10:26:17,"Main tinggal main kocak, gausah banyak komplain kalian, alayyy (pls kuro tambahin fitur bikin anak)"
Marsha Adi Nata Mandala 21,5,2025-07-07 10:20:09,absolute cinema
Muhamad Saprudin,5,2025-07-07 09:46:37,tampilan mantap
Jalu Tsany Tsaqif,5,2025-07-07 09:00:34,cerita nya sangat menarik
akmal izzanul,5,2025-07-07 08:56:10,Abcolute Cinema 🖐😐🤚
Tioaljazeerasatria Bc,5,2025-07-07 08:17:53,bagus
Rizky Nurfalah,5,2025-07-07 07:35:32,game baik
Kevin Mahardika,5,2025-07-07 07:18:53,Masterpiece
ilham Sesat12,5,2025-07-07 06:59:43,mantap bagus banget njir
Zid,5,2025-07-07 06:16:32,gamenya keren aku suka tolong perbanyak cwek cantiknya lagi😋
Dam,1,2025-07-07 05:33:08,game logout Mulu mungkin memang device saya gak mumpuni tapi ruang penyimpanan saya msh 32 GB saya nyesel sih karena harus hapus honkai star real saya karena fomo dari tiktok ya mending main game sebelah
Mochtar Bimasyach,5,2025-07-07 04:54:38,game mantap
Akbar Gibran,5,2025-07-07 04:25:51,proud of this game
mistyc jabs,5,2025-07-07 04:13:22,dont make me do this kuro.. remove censorship .. do it for ur player
ACHDAN FADHIL RENALFAN,5,2025-07-07 03:39:08,mantap
Riandra Boxing,1,2025-07-07 03:32:46,"gajeee,sinyal bagus,device cukup,tpii fc mluu,anehh main genshin aja gapernah tuh force close"
Carera,5,2025-07-07 02:12:57,"Terima kasih ucapan selamat ulang tahun untuku Terima kasih juga untuk Hadiahnya Kuro aku gak sadar kalo hari ini ulang tahunku pas aku buka wutering wave tadi tiba"" ada ucapan selamat ulang tahun ternyata hari ini hari ulang tahunku 07-july makasih kuro ☺☺"
NAFRIZAL WIDYANGGANI,5,2025-07-07 01:36:54,masterpiece
亗Gannn,5,2025-07-07 01:04:23,Untuk gamenya enak
Raymon Agustinus,1,2025-07-07 00:16:00,"game paling buruk untuk pemula, saya udah grinding sampai level 30 dan dapat 80x gacha, dan hasilnya rate off 'waw' dan selama itu aku hanya pakai MC karena tidak ada character lain....game paling buruk buat pemula,pengalaman bermain game lain ga pernah seburuk ini....game sampah sampah sampah sampah"
Ilham Ptk,5,2025-07-06 22:43:59,terlalu bagus:)
Aji prasetyo,3,2025-07-06 19:12:34,"maaf tapi sering banget lagnya, tapi aslinya bagus"
Atep Selebew,5,2025-07-06 18:43:17,"Nice game you made, Kuro Games!"
Aofki Z009,4,2025-07-06 17:12:17,tolong lah mas kuro ringankan lah game nya
Muhammad Farhan,5,2025-07-06 15:31:32,Please Kuro!! Add Indonesian Language!!
#Shine,5,2025-07-06 14:57:53,TERBAIK
Nora Schiffer,5,2025-07-06 14:39:40,SERUUUU BANGEESTTTTT! THE BEST POKOKNYA
Velocyiest,5,2025-07-06 14:36:30,"reward ga pelit,ga kek sebelah. ramah F2P. perkembangan game nya tergolong cepat jika dibandingkan game² yg semacam ini. story ga bosenin,ada fitur skip dialog. untuk explore nya mudah sekali."
Yurni Uni,5,2025-07-06 14:32:34,Ini game baik. Jangan ragu buat download🥰
Diana Roselynne,1,2025-07-06 14:27:02,"Nirunya ngga nanggung-nanggung, dari drip, demo, enterance demo character, mc, bahkan beberapa karakter punya color palette yg sama kek game sebelah. ugh"
Johanes Cio (Cio),1,2025-07-06 13:57:42,"Please optimize the gaming performance on the Samsung A55 or Exynos 1480 chipset, how come my A52 cellphone is smoother in playing wuwa than the A55 because the problem has not been optimized, I very often experience force close, even though the cellphone is not overheating and even a cooler fan is attached"
Ali Akbar Rafael,5,2025-07-06 13:53:30,"everything was already very perfect. but when v2.0 came, I missed the lobby music from v1.0"
No Ob,1,2025-07-06 13:33:36,"Sybau Get Me Nothing Just Spend Money,The Richer Is Getting Richer"
Lucky Poison,3,2025-07-06 13:04:20,"secara keseluruhan sudah bagus, hanya kurang terjemahan bahasa Indonesia, karena saya kurang mengerti bahasa Inggris"
Abdulloh Fauzan Jaya,1,2025-07-06 12:31:24,"Wuwa oh wuwa, sekelas konten weekly aja bos terakhir nya dibuat susah, mana di shop item nya kdg ga sesuai karakter yg dipake, LOL, org mau speedrun konten weekly, selesai nya harus setengah jam??! contoh lah HSR dan ZZZ kalo bikin konten weekly/konten end game 🥴"
Bayu Irawan maulana,5,2025-07-06 12:23:30,udah nyelesain quest 2.4. amjayy absolutely cinema as Usual✋🤚. apa ini quest terkahir bareng carty?. kalo patch 2.5 gk ada carty jadi kangen :')
Rafi Dermawan,5,2025-07-06 12:06:07,"BEST GAMEEE, Suka bgt sama gameplay and quest nya, tpi semoga next patch lebih di optimalkan lagi dari segi jaringan, entah kenapa di in game selalu ping tiba tiba naik apalagi pas fight nya, padahal udah pake jaringan yg bagus."
Noor Hafizah,3,2025-07-06 11:54:35,Game nya ok tapi coba tambah kan bahasa Indonesia agar baca nya lebih mudah
Bayu Wisnu Wijaya,2,2025-07-06 11:49:58,"optimalisasiin nya masih kurang, udh make device Ryzen 5000 tetap gak ngelag di septimont"
Mochammad Fareza,1,2025-07-06 11:44:42,kkir banget najis
Akungame 1,5,2025-07-06 11:29:31,mantap
Luo Feng,5,2025-07-06 11:07:17,mantapp
Yoriichi Tsugikuni,4,2025-07-06 10:59:48,Lumayan lah mirip2 genshin tapi tolong di update selanjutnya Adain subtitle Indonesia saya rada kurang pinter Ama bahasa inggris
NGBW,5,2025-07-06 10:52:47,"W game, thanks kuro games"
RyZxMl Chan,5,2025-07-06 10:46:48,GAME BAIK
Baimflare Baim,5,2025-07-06 10:40:20,pliss banget developer hadirin subtitle Indonesia agar membantu para player yang tidak bisa bahasa inggris 🙏🙏🙏🙏
Bags saputra,5,2025-07-06 09:40:48,mantap geme ya
Arya PP,5,2025-07-06 09:09:19,Bagusin map nya dong
Shafwan hehe.,5,2025-07-06 08:20:00,"game bagus poll, grafik, karakter, story, animasi, gacha smua bagus pol, cuma ga ada b indo jadi kurang bisa nikmatin story but all perfect"
Ditto Oriz,5,2025-07-06 07:27:22,ini game bagus banget asli trimakasih kuro telah menciptakan game sebagus ini
Anonymous,5,2025-07-06 07:06:21,Best game android yg pernah gue mainin
1251_ Ermawan Wijaya,5,2025-07-06 06:16:30,mantap
Raya Andhika,5,2025-07-06 06:12:16,game baik
Rafeeq,5,2025-07-06 05:52:52,"Kuro Games berhasil menciptakan sebuah permainan RPG yang berbeda dengan sebelumnya, meskipun mirip dengan yang si H***, tapi tetap, ada ciri khas tersendiri dari Kuro yang membedakannya dengan H***. Sistem Gacha nya juga ramah F2P. Sebagai player asal Indonesia, saya juga butuh subtitle bahasa Indonesia 😂"
Saka Moto,4,2025-07-06 05:31:34,b 4 karna gua pas gacha selalu kalah ampas jir +hard pity
Cici Mochici,5,2025-07-06 04:57:31,"gem nya baguss banget😍,grafik bagus tapi yang paling penting event,sama bansos melimpah♡♡♡♡"
Eric Guswandani eric,5,2025-07-06 04:50:43,terus terusan banyakin bansosnya ya 😄
